EventOnScroll,MSecForDownArrow,TimeOnVScroll,relevant,NumOfPageUp,TimeOnMouse,NumOfPageDown,ClickOnWindow,log_id,serverTimeVisit,MSecForPageUp,MSecForUpArrow,NumOfUpArrow,classes,MSecForPageDown,RSS_ID,readability,TimeOnHScroll,novelty,user_like,DOC_ID,TimeOnPage,TimeVisit,user_id,NumOfDownArrow,authority
0,0,0,1,0,562,0,2,2562,4/23/04 18:12,0,0,0,,0,2,1,0,1,1,279281,2047,4/23/04 18:12,65,0,0
2,0,0,3,0,953,0,0,2563,4/23/04 18:12,0,0,0,,0,3,1,0,2,2,279315,9906,4/23/04 18:12,65,0,1
1,0,0,2,0,157,0,0,2564,4/23/04 18:13,0,0,0,,0,2,1,0,2,2,279312,26781,4/23/04 18:13,65,0,1
14,0,0,2,0,469,0,0,2566,4/23/04 18:14,0,0,0,,0,4,1,0,3,3,278319,44062,4/23/04 18:14,65,0,1
1,0,0,3,0,1721,0,1,2570,4/23/04 18:15,0,0,0,,0,5,1,0,3,3,279328,26547,4/23/04 18:15,65,0,1
0,0,0,3,0,360,0,0,2571,4/23/04 18:15,0,0,0,,0,5,1,0,2,3,279330,14578,4/23/04 18:15,65,0,1
0,0,0,2,0,1047,0,0,2573,4/23/04 18:16,0,0,0,,0,5,1,0,2,2,279326,27469,4/23/04 18:16,65,0,1
0,0,0,3,0,0,0,0,2576,4/23/04 18:17,0,0,0,,0,1896,1,0,3,5,234715,578,4/23/04 18:17,65,0,1
1,0,0,3,0,719,0,0,2577,4/23/04 18:18,0,0,0,,0,2,1,0,3,3,279311,2500,4/23/04 18:18,65,0,1
3,0,0,4,0,641,0,0,2579,4/23/04 18:20,0,0,0,,0,7,1,0,4,4,279345,53406,4/23/04 18:20,65,0,1
0,0,0,4,0,3656,0,1,2582,4/23/04 18:21,0,0,0,,0,7,1,0,4,4,279344,70718,4/23/04 18:21,65,0,1
1,0,0,3,0,1249,0,0,2584,4/23/04 18:22,0,0,0,,0,7,1,0,4,5,279348,8922,4/23/04 18:22,65,0,1
0,0,0,3,0,751,0,1,2585,4/23/04 18:22,0,0,0,,0,7,1,0,3,4,279343,19610,4/23/04 18:22,65,0,1
0,0,0,2,0,313,0,0,2586,4/23/04 18:23,0,0,0,,0,7,1,0,3,2,279349,34296,4/23/04 18:23,65,0,1
0,0,0,2,0,2717,0,0,2589,4/23/04 18:24,0,0,0,,0,8,1,0,3,3,279359,62093,4/23/04 18:24,65,0,1
0,0,0,3,0,391,0,0,2591,4/23/04 18:25,0,0,0,,0,8,1,0,5,3,279360,13313,4/23/04 18:25,65,0,1
1,0,0,1,0,937,0,0,2593,4/23/04 18:25,0,0,0,,0,8,0,0,5,3,279358,5609,4/23/04 18:25,65,0,0
1,0,0,5,0,937,0,0,2594,4/23/04 18:25,0,0,0,,0,8,1,0,5,5,279358,21015,4/23/04 18:25,65,0,1
0,0,0,2,0,2171,0,0,2595,4/23/04 18:26,0,0,0,,0,8,1,0,3,3,279363,10733,4/23/04 18:26,65,0,1
0,0,0,2,0,391,0,0,2599,4/23/04 18:27,0,0,0,,0,15,1,0,4,4,279443,7079,4/23/04 18:27,65,0,1
0,0,0,3,0,515,0,0,2600,4/23/04 18:27,0,0,0,,0,15,1,0,3,3,279459,1093,4/23/04 18:27,65,0,1
0,0,0,4,0,500,0,0,2601,4/23/04 18:27,0,0,0,,0,15,1,0,3,2,279446,985,4/23/04 18:27,65,0,1
0,0,0,5,0,2591,0,0,2603,4/23/04 18:28,0,0,0,,0,1269,1,0,5,4,95421,8719,4/23/04 18:28,65,0,1
1,0,0,4,0,1155,0,0,2604,4/23/04 18:28,0,0,0,,0,356,1,0,4,3,190375,7547,4/23/04 18:28,65,0,1
0,0,0,4,0,2844,0,0,2605,4/23/04 18:29,0,0,0,,0,8151,1,0,3,3,268216,6155,4/23/04 18:29,65,0,1
1,0,0,2,0,13707,0,2,2606,4/23/04 18:29,0,0,0,,0,2371,1,0,4,3,184599,26047,4/23/04 18:29,65,0,1
0,0,0,3,0,172,0,0,2608,4/23/04 18:30,0,0,0,,0,1684,1,0,3,-1,258501,12266,4/23/04 18:30,65,0,1
0,0,0,3,0,172,0,0,2609,4/23/04 18:30,0,0,0,,0,1684,1,0,3,3,258501,31641,4/23/04 18:30,65,0,1
0,0,0,5,0,2172,0,0,2611,4/23/04 18:31,0,0,0,,0,10,1,0,5,5,279382,28843,4/23/04 18:31,65,0,1
1,0,0,3,0,1094,0,0,2613,4/23/04 18:32,0,0,0,,0,11,1,0,3,-1,279392,41391,4/23/04 18:32,65,0,1
0,0,0,1,0,626,0,0,3813,4/27/04 1:40,0,0,0,,0,2,1,0,1,1,276508,12547,4/27/04 1:40,65,0,1
0,0,0,3,0,3063,0,0,3815,4/27/04 1:40,0,0,0,,0,306,1,0,3,3,281769,13860,4/27/04 1:40,65,0,1
0,0,0,3,0,2650,0,1,3817,4/27/04 1:41,0,0,0,,0,1115,1,0,3,3,42428,27703,4/27/04 1:41,65,0,1
0,0,0,3,0,1017,0,1,3820,4/27/04 1:43,0,0,0,,0,6216,1,0,3,3,77247,75187,4/27/04 1:43,65,0,1
0,0,0,1,0,10541,0,0,3822,4/27/04 1:45,0,0,0,,0,6216,1,0,1,1,77259,31344,4/27/04 1:45,65,0,1
0,0,0,5,0,1985,0,0,3824,4/27/04 1:47,0,0,0,,0,8,0,0,1,1,168569,5047,4/27/04 1:47,65,0,1
3,0,0,5,0,767,0,0,3827,4/27/04 1:49,0,0,0,,0,151,1,0,5,3,282987,81890,4/27/04 1:49,65,0,1
0,0,0,5,0,1094,0,0,3830,4/27/04 1:50,0,0,0,,0,7,1,0,3,5,275709,17281,4/27/04 1:50,65,0,1
3,0,0,5,0,2486,0,0,3835,4/27/04 1:56,0,0,0,,0,13,1,0,5,5,280562,304968,4/27/04 1:56,65,0,1
4,0,0,5,0,1187,0,0,3837,4/27/04 1:58,0,0,0,,0,17,1,0,5,5,280763,118734,4/27/04 1:58,65,0,1
0,0,0,4,0,3830,0,1,3840,4/27/04 1:59,0,0,0,,0,569,1,0,1,3,256771,8437,4/27/04 1:59,65,0,1
1,0,0,4,0,359,0,0,3841,4/27/04 2:01,0,0,0,,0,2,1,0,4,4,282481,83828,4/27/04 2:01,65,0,1
0,0,0,1,0,749,0,0,4224,4/28/04 0:23,0,0,0,,0,965,1,0,1,1,131071,5235,4/28/04 0:23,65,0,1
0,0,0,1,0,1734,0,0,4225,4/28/04 0:23,0,0,0,,0,965,1,0,2,1,131073,4891,4/28/04 0:23,65,0,1
1,0,0,1,0,2424,0,0,4226,4/28/04 0:23,0,0,0,,0,1115,1,0,2,2,31497,8703,4/28/04 0:23,65,0,1
1,0,0,1,0,1845,0,4,4227,4/28/04 0:24,0,0,0,,0,965,0,0,1,1,131067,7078,4/28/04 0:24,65,0,0
0,0,0,4,0,1034,0,0,4228,4/28/04 0:24,0,0,0,,0,2,1,0,4,3,282490,6625,4/28/04 0:24,65,0,1
1,0,0,2,0,2219,0,1,4229,4/28/04 0:25,0,0,0,,0,1115,1,0,3,2,204867,11188,4/28/04 0:25,65,0,1
1,0,0,2,0,656,0,0,4230,4/28/04 0:25,0,0,0,,0,6216,1,0,2,2,77253,5437,4/28/04 0:25,65,0,1
0,0,0,3,0,1218,0,0,4231,4/28/04 0:25,0,0,0,,0,6216,1,0,3,3,77262,5515,4/28/04 0:25,65,0,1
0,0,0,2,0,344,0,0,4232,4/28/04 0:26,0,0,0,,0,6216,1,0,2,3,77249,4438,4/28/04 0:26,65,0,1
0,0,0,1,0,93,0,0,4233,4/28/04 0:26,0,0,0,,0,6216,0,0,1,1,77256,2141,4/28/04 0:26,65,0,0
0,0,0,3,0,344,0,0,4234,4/28/04 0:26,0,0,0,,0,6216,1,0,3,2,77259,2359,4/28/04 0:26,65,0,1
0,0,0,2,0,655,0,0,4235,4/28/04 0:27,0,0,0,,0,6216,1,0,2,-1,77250,1859,4/28/04 0:27,65,0,1
0,0,0,2,0,564,0,0,4236,4/28/04 0:27,0,0,0,,0,6216,1,0,2,2,77247,1531,4/28/04 0:27,65,0,1
0,0,0,3,0,796,0,0,4237,4/28/04 0:27,0,0,0,,0,306,1,0,3,2,283981,3859,4/28/04 0:27,65,0,1
0,0,0,2,0,422,0,0,4238,4/28/04 0:28,0,0,0,,0,306,1,0,2,1,283983,1516,4/28/04 0:28,65,0,1
0,0,0,2,0,1500,0,0,4239,4/28/04 0:28,0,0,0,,0,6216,1,0,2,2,77265,3219,4/28/04 0:28,65,0,1
0,0,0,2,0,1079,0,0,4240,4/28/04 0:29,0,0,0,,0,6216,1,0,2,2,77268,2797,4/28/04 0:29,65,0,1
0,0,0,2,0,579,0,0,4242,4/28/04 0:30,0,0,0,,0,965,1,0,2,2,131072,4187,4/28/04 0:30,65,0,1
0,0,0,1,0,547,0,0,4243,4/28/04 0:30,0,0,0,,0,965,1,0,1,1,131074,2625,4/28/04 0:30,65,0,1
0,0,0,1,0,422,0,0,4245,4/28/04 0:32,0,0,0,,0,306,1,0,2,2,283985,2968,4/28/04 0:32,65,0,1
0,0,0,1,0,2625,0,0,4247,4/28/04 0:33,0,0,0,,0,306,1,0,2,1,283985,27139,4/28/04 0:33,65,0,1
0,0,0,1,0,982,0,0,4248,4/28/04 0:33,0,0,0,,0,186,1,0,2,3,206993,2343,4/28/04 0:33,65,0,1
0,0,0,5,0,250,0,0,4534,4/28/04 22:03,0,0,0,,0,8,0,0,1,1,34642,1297,4/28/04 22:03,65,0,1
0,0,0,1,0,798,0,0,4538,4/28/04 22:10,0,0,0,,0,976,0,0,1,1,40909,3015,4/28/04 22:10,65,0,0
0,0,0,1,0,18018,0,3,4539,4/28/04 22:12,0,0,0,,0,606,1,0,3,3,217303,77750,4/28/04 22:12,65,0,1
0,0,0,1,0,2328,0,0,4541,4/28/04 22:13,0,0,0,,0,943,0,0,1,1,288549,9500,4/28/04 22:13,65,0,0
0,0,0,2,0,844,0,0,4548,4/28/04 22:24,0,0,0,,0,606,1,0,3,3,217301,78937,4/28/04 22:24,65,0,1
1,0,0,1,0,2020,0,0,4553,4/28/04 22:26,0,0,0,,0,943,1,0,4,2,288545,25906,4/28/04 22:26,65,0,1
0,0,0,1,0,5003,0,0,4555,4/28/04 22:31,0,0,0,,0,976,0,0,1,1,40915,9188,4/28/04 22:31,65,0,1
1,0,0,2,0,8344,0,0,4558,4/28/04 22:34,0,0,0,,0,606,1,0,2,2,217299,25047,4/28/04 22:34,65,0,1
0,0,0,1,0,437,0,0,4560,4/28/04 22:34,0,0,0,,0,976,0,0,2,1,40919,1766,4/28/04 22:34,65,0,0
0,0,0,2,0,766,0,0,4568,4/28/04 22:50,0,0,0,,0,943,1,0,2,2,288550,42562,4/28/04 22:50,65,0,1
0,0,0,2,0,1798,0,1,4665,4/29/04 3:17,0,0,0,,0,606,1,0,2,2,217296,8688,4/29/04 3:17,65,0,1
0,0,0,2,0,1016,0,0,4666,4/29/04 3:17,0,0,0,,0,606,1,0,2,3,217303,3797,4/29/04 3:17,65,0,1
0,0,0,1,0,437,0,0,4935,4/29/04 21:14,0,0,0,,0,976,0,0,1,1,40909,1812,4/29/04 21:14,65,0,1
0,0,0,2,0,8219,0,0,4936,4/29/04 21:14,0,0,0,,0,3982,1,0,3,2,138973,24109,4/29/04 21:14,65,0,1
1,0,0,4,0,5017,0,0,4937,4/29/04 21:15,0,0,0,,0,3982,1,0,4,4,138981,47609,4/29/04 21:15,65,0,1
1,0,0,-1,0,1343,0,1,4938,4/29/04 21:16,0,0,0,,0,3982,-1,0,-1,-1,138984,44703,4/29/04 21:16,65,0,-1
0,0,0,-1,0,3812,0,0,4939,4/29/04 21:17,0,0,0,,0,3982,-1,0,-1,-1,151598,7610,4/29/04 21:17,65,0,-1
0,0,0,1,0,343,0,0,6027,5/3/04 1:23,0,0,0,,0,8,0,0,1,1,34642,2062,5/3/04 1:23,65,0,1
0,0,0,1,0,391,0,0,6028,5/3/04 1:23,0,0,0,,0,8,0,0,1,1,168569,1500,5/3/04 1:23,65,0,1
0,0,0,2,0,610,0,0,6040,5/3/04 1:31,0,0,0,,0,8195,1,0,2,2,296383,15656,5/3/04 1:31,65,0,1
0,0,0,1,0,296,0,0,6041,5/3/04 1:32,0,0,0,,0,8,0,0,1,1,34642,1703,5/3/04 1:32,65,0,0
0,0,0,4,0,267,0,0,6047,5/3/04 1:33,0,0,0,,0,8201,1,0,4,4,294509,90281,5/3/04 1:33,65,0,1
0,0,0,4,0,266,0,0,6050,5/3/04 1:35,0,0,0,,0,8201,1,0,4,4,294510,3734,5/3/04 1:35,65,0,1
0,0,0,4,0,923,0,0,6054,5/3/04 1:38,0,0,0,,0,8201,1,0,4,4,294514,139234,5/3/04 1:38,65,0,1
0,0,0,4,0,937,0,1,6066,5/3/04 1:43,0,0,0,,0,8203,1,0,4,4,296275,309391,5/3/04 1:43,65,0,1
0,0,0,3,0,719,0,0,6068,5/3/04 1:44,0,0,0,,0,8205,1,0,3,3,294603,13859,5/3/04 1:44,65,0,1
0,0,0,4,0,889,0,0,6069,5/3/04 1:44,0,0,0,,0,8205,1,0,3,4,294604,26078,5/3/04 1:44,65,0,1
1,0,0,4,0,2033,0,0,6073,5/3/04 1:46,0,0,0,,0,8207,1,0,3,4,294622,118390,5/3/04 1:46,65,0,1
0,0,0,3,0,1079,0,0,6075,5/3/04 1:47,0,0,0,,0,8208,1,0,2,3,296292,27718,5/3/04 1:47,65,0,1
1,0,0,5,0,5088,0,0,6082,5/3/04 1:52,0,0,0,,0,8209,1,0,5,4,294645,268845,5/3/04 1:52,65,0,1
0,0,0,3,0,828,0,0,6084,5/3/04 1:55,0,0,0,,0,8209,1,0,2,3,294641,147858,5/3/04 1:55,65,0,1
0,0,0,3,0,125,0,0,6085,5/3/04 1:55,0,0,0,,0,8196,1,0,3,3,294815,10500,5/3/04 1:55,65,0,1
1,0,0,3,0,469,0,0,6087,5/3/04 1:56,0,0,0,,0,8196,1,0,3,3,294813,13812,5/3/04 1:56,65,0,1
0,0,0,3,0,452,0,0,6088,5/3/04 1:57,0,0,0,,0,8197,1,0,3,3,296365,57406,5/3/04 1:57,65,0,1
0,0,0,4,0,923,0,0,6089,5/3/04 1:57,0,0,0,,0,8198,1,0,3,3,296341,22360,5/3/04 1:57,65,0,1
1,0,0,2,0,1173,0,1,6092,5/3/04 1:59,0,0,0,,0,8199,1,0,2,1,294779,58781,5/3/04 1:59,65,0,1
0,0,0,2,0,297,0,1,6094,5/3/04 1:59,0,0,0,,0,8199,1,0,2,2,294777,874,5/3/04 1:59,65,0,1
1,0,0,5,0,1078,0,0,6101,5/3/04 2:02,0,0,0,,0,8204,1,0,5,5,296277,143078,5/3/04 2:02,65,0,1
0,0,0,4,0,626,0,0,6104,5/3/04 2:03,0,0,0,,0,8204,1,0,4,3,296280,89750,5/3/04 2:03,65,0,1
0,0,0,3,0,640,0,0,6106,5/3/04 2:05,0,0,0,,0,8204,1,0,3,3,296279,83407,5/3/04 2:05,65,0,1
0,0,0,2,0,500,0,0,6108,5/3/04 2:05,0,0,0,,0,8204,1,0,3,3,296281,7656,5/3/04 2:05,65,0,1
1,0,0,2,0,907,0,0,6110,5/3/04 2:06,0,0,0,,0,8204,1,0,2,2,296283,59438,5/3/04 2:06,65,0,1
2,0,0,5,0,1920,0,0,6115,5/3/04 2:11,0,0,0,,0,8205,1,0,5,5,294597,297422,5/3/04 2:11,65,0,1
0,0,0,3,0,9296,0,1,6116,5/3/04 2:12,0,0,0,,0,8205,1,0,2,2,294599,13969,5/3/04 2:12,65,0,1
0,0,0,2,0,375,0,0,6117,5/3/04 2:12,0,0,0,,0,8206,1,0,2,2,291279,4875,5/3/04 2:12,65,0,1
0,0,0,4,0,1201,0,0,6118,5/3/04 2:13,0,0,0,,0,8206,1,0,3,3,291282,55015,5/3/04 2:13,65,0,1
1,0,0,3,0,624,0,0,6119,5/3/04 2:14,0,0,0,,0,8206,1,0,3,3,293597,24547,5/3/04 2:14,65,0,1
0,0,0,3,0,1454,0,1,6121,5/3/04 2:16,0,0,0,,0,8207,-1,0,3,3,294613,120954,5/3/04 2:16,65,0,-1
2,0,0,5,0,1266,0,0,6127,5/3/04 2:20,0,0,0,,0,8207,1,0,5,5,294621,197125,5/3/04 2:20,65,0,1
0,0,0,5,0,3797,0,0,6130,5/3/04 2:22,0,0,0,,0,8207,1,0,5,5,294616,154876,5/3/04 2:22,65,0,1
0,0,0,2,0,0,0,0,6131,5/3/04 2:23,0,0,0,,0,8195,-1,0,3,3,296388,94,5/3/04 2:23,65,0,1
0,0,0,5,0,578,0,2,6163,5/3/04 3:14,0,0,0,,0,8207,1,0,5,5,294620,234375,5/3/04 3:14,65,0,1
0,0,0,5,0,12380,0,0,6244,5/3/04 16:54,0,0,0,,0,134,1,0,5,5,282934,30625,5/3/04 16:54,65,0,1
0,0,0,1,0,12787,0,0,6246,5/3/04 16:54,0,0,0,,0,134,1,0,1,1,282936,32968,5/3/04 16:54,65,0,1
0,0,0,1,0,1720,0,0,6248,5/3/04 16:55,0,0,0,,0,134,1,0,1,1,280794,18797,5/3/04 16:55,65,0,1
0,0,0,1,0,4626,0,0,6250,5/3/04 16:55,0,0,0,,0,134,1,0,1,1,276081,6313,5/3/04 16:55,65,0,1
0,0,0,4,0,830,0,0,6252,5/3/04 16:56,0,0,0,,0,2,1,0,4,4,276511,29813,5/3/04 16:56,65,0,1
0,0,0,2,0,750,0,0,6253,5/3/04 16:56,0,0,0,,0,8052,1,0,1,1,295306,6688,5/3/04 16:56,65,0,1
0,0,0,5,0,16063,0,0,6255,5/3/04 16:57,0,0,0,,0,8221,1,0,5,5,296327,43250,5/3/04 16:57,65,0,1
0,0,0,5,0,1124,0,0,6257,5/3/04 16:58,0,0,0,,0,8221,1,0,5,5,294743,45719,5/3/04 16:58,65,0,1
0,0,0,5,0,984,0,0,6261,5/3/04 17:01,0,0,0,,0,8221,1,0,5,5,294744,175578,5/3/04 17:01,65,0,1
0,0,0,5,0,156,0,0,6264,5/3/04 17:03,0,0,0,,0,8221,1,0,5,5,294745,70203,5/3/04 17:03,65,0,1
3,0,0,4,0,890,0,0,6269,5/3/04 17:06,0,0,0,,0,8221,1,0,4,4,294746,197077,5/3/04 17:06,65,0,1
0,0,0,3,0,1046,0,0,6271,5/3/04 17:10,0,0,0,,0,8221,1,0,3,3,294748,42611,5/3/04 17:10,65,0,1
1,0,0,4,0,781,0,0,6274,5/3/04 17:11,0,0,0,,0,8221,1,0,3,3,294749,37953,5/3/04 17:11,65,0,1
1,0,0,2,0,721,0,0,6275,5/3/04 17:12,0,0,0,,0,8221,1,0,3,2,294750,48314,5/3/04 17:12,65,0,1
1,0,0,4,0,361,0,0,6276,5/3/04 17:14,0,0,0,,0,8221,1,0,4,4,294751,122391,5/3/04 17:14,65,0,1
1,0,0,3,0,595,0,2,6278,5/3/04 17:16,0,0,0,,0,8254,1,0,3,3,294861,86781,5/3/04 17:16,65,0,1
0,0,0,2,0,438,0,14,6280,5/3/04 17:17,0,0,0,,0,8254,1,0,1,1,291730,55719,5/3/04 17:17,65,0,1
0,0,0,3,0,920,0,0,6282,5/3/04 17:17,0,0,0,,0,8272,1,0,3,3,296775,3844,5/3/04 17:17,65,0,1
0,0,0,2,0,2096,0,0,6283,5/3/04 17:18,0,0,0,,0,8052,-1,0,2,2,295309,6469,5/3/04 17:18,65,0,1
0,0,0,3,0,4951,0,0,6284,5/3/04 17:18,0,0,0,,0,8052,1,0,3,3,295309,35641,5/3/04 17:18,65,0,1
0,0,0,3,0,844,0,0,6285,5/3/04 17:19,0,0,0,,0,8272,1,0,3,3,296776,33391,5/3/04 17:19,65,0,1
0,0,0,3,0,782,0,0,6287,5/3/04 17:19,0,0,0,,0,8272,1,0,3,3,296470,3187,5/3/04 17:19,65,0,1
160,0,0,5,0,1609,0,6,6303,5/3/04 17:42,0,0,0,,0,8272,1,0,5,5,296472,1378469,5/3/04 17:42,65,0,1
0,0,0,4,0,1876,0,4,6304,5/3/04 17:43,0,0,0,,0,8272,1,0,4,3,296467,7374,5/3/04 17:43,65,0,1
0,0,0,3,0,624,0,0,6305,5/3/04 17:43,0,0,0,,0,8272,1,0,3,3,296471,1703,5/3/04 17:43,65,0,1
0,0,0,3,0,251,0,0,6306,5/3/04 17:43,0,0,0,,0,438,1,0,3,4,290182,1031,5/3/04 17:43,65,0,1
0,0,0,3,0,0,0,0,6307,5/3/04 17:43,0,0,0,,0,438,1,0,3,3,290179,406,5/3/04 17:43,65,0,1
0,0,0,1,0,220,0,0,6308,5/3/04 17:43,0,0,0,,0,438,1,0,1,1,290183,2015,5/3/04 17:43,65,0,1
0,0,0,1,0,501,0,0,6309,5/3/04 17:44,0,0,0,,0,438,1,0,1,1,290180,1047,5/3/04 17:44,65,0,1
0,0,0,3,0,750,0,0,6310,5/3/04 17:44,0,0,0,,0,134,1,0,2,2,250588,3875,5/3/04 17:44,65,0,1
0,0,0,2,0,577,0,0,6311,5/3/04 17:44,0,0,0,,0,134,1,0,2,2,250587,1422,5/3/04 17:44,65,0,1
0,0,0,2,0,313,0,0,6312,5/3/04 17:44,0,0,0,,0,134,1,0,2,2,254195,1500,5/3/04 17:44,65,0,1
0,0,0,2,0,234,0,0,6313,5/3/04 17:44,0,0,0,,0,134,1,0,2,2,262959,984,5/3/04 17:44,65,0,1
0,0,0,2,0,250,0,0,6315,5/3/04 17:45,0,0,0,,0,134,1,0,2,2,262958,1359,5/3/04 17:45,65,0,1
0,0,0,2,0,453,0,0,6316,5/3/04 17:45,0,0,0,,0,134,1,0,2,1,263149,1422,5/3/04 17:45,65,0,1
0,0,0,3,0,0,0,0,6317,5/3/04 17:45,0,0,0,,0,438,1,0,2,2,290181,500,5/3/04 17:45,65,0,1
0,0,0,2,0,750,0,0,6319,5/3/04 17:45,0,0,0,,0,438,1,0,2,2,290184,1390,5/3/04 17:45,65,0,1
0,0,0,2,0,532,0,0,6320,5/3/04 17:45,0,0,0,,0,438,1,0,2,2,290185,3172,5/3/04 17:45,65,0,1
0,0,0,2,0,156,0,0,6322,5/3/04 17:46,0,0,0,,0,438,1,0,2,2,290186,4531,5/3/04 17:46,65,0,1
0,0,0,2,0,454,0,0,6323,5/3/04 17:46,0,0,0,,0,438,1,0,3,2,290187,1234,5/3/04 17:46,65,0,1
0,0,0,2,0,266,0,0,6324,5/3/04 17:46,0,0,0,,0,438,1,0,1,2,290188,1126,5/3/04 17:46,65,0,1
0,0,0,2,0,672,0,0,6325,5/3/04 17:46,0,0,0,,0,8052,1,0,1,2,295302,1453,5/3/04 17:46,65,0,1
0,0,0,2,0,0,0,0,6326,5/3/04 17:47,0,0,0,,0,8052,1,0,2,2,295303,1735,5/3/04 17:47,65,0,1
0,0,0,2,0,0,0,0,6327,5/3/04 17:47,0,0,0,,0,8052,1,0,1,1,295304,813,5/3/04 17:47,65,0,1
0,0,0,1,0,5937,0,6,6329,5/3/04 17:47,0,0,0,,0,8052,0,0,1,1,295305,14734,5/3/04 17:47,65,0,0
0,0,0,1,0,1342,0,1,6331,5/3/04 17:47,0,0,0,,0,8052,0,0,1,1,295307,3860,5/3/04 17:47,65,0,0
0,0,0,1,0,500,0,0,6333,5/3/04 17:47,0,0,0,,0,8052,1,0,1,1,295308,1391,5/3/04 17:47,65,0,1
0,0,0,1,0,406,0,0,6335,5/3/04 17:48,0,0,0,,0,8052,1,0,2,2,295310,1265,5/3/04 17:48,65,0,1
0,0,0,1,0,297,0,0,6336,5/3/04 17:48,0,0,0,,0,8052,1,0,2,1,295311,1344,5/3/04 17:48,65,0,1
0,0,0,2,0,1095,0,0,6338,5/3/04 17:48,0,0,0,,0,8052,1,0,1,1,295311,15548,5/3/04 17:48,65,0,1
0,0,0,4,0,594,0,0,6340,5/3/04 17:48,0,0,0,,0,8221,1,0,4,4,294752,1390,5/3/04 17:48,65,0,1
0,0,0,3,0,391,0,0,6342,5/3/04 17:48,0,0,0,,0,8221,1,0,3,3,294753,984,5/3/04 17:48,65,0,1
0,0,0,2,0,312,0,0,6344,5/3/04 17:49,0,0,0,,0,8272,1,0,2,2,296773,1235,5/3/04 17:49,65,0,1
0,0,0,2,0,3654,0,2,6346,5/3/04 17:49,0,0,0,,0,8272,1,0,2,2,296468,4421,5/3/04 17:49,65,0,1
0,0,0,3,0,376,0,0,6347,5/3/04 17:49,0,0,0,,0,8272,1,0,3,2,296469,1516,5/3/04 17:49,65,0,1
0,0,0,3,0,752,0,0,6349,5/3/04 17:49,0,0,0,,0,8272,1,0,3,3,296774,4846,5/3/04 17:49,65,0,1
0,0,0,2,0,0,0,0,6352,5/3/04 17:50,0,0,0,,0,2,1,0,2,2,276508,985,5/3/04 17:50,65,0,1
0,0,0,2,0,297,0,0,6353,5/3/04 17:50,0,0,0,,0,2,1,0,3,1,276509,843,5/3/04 17:50,65,0,1
0,0,0,2,0,437,0,0,6354,5/3/04 17:50,0,0,0,,0,2,1,0,3,2,276513,1046,5/3/04 17:50,65,0,1
0,0,0,3,0,562,0,0,6355,5/3/04 17:50,0,0,0,,0,2,1,0,3,3,276515,1234,5/3/04 17:50,65,0,1
0,0,0,3,0,1079,0,0,6357,5/3/04 17:51,0,0,0,,0,11,1,0,4,4,276502,2282,5/3/04 17:51,65,0,1
0,0,0,3,0,109,0,0,6358,5/3/04 17:51,0,0,0,,0,7,1,0,4,4,276481,797,5/3/04 17:51,65,0,1
0,0,0,3,0,468,0,0,6359,5/3/04 17:51,0,0,0,,0,7,1,0,3,3,276479,1063,5/3/04 17:51,65,0,1
0,0,0,3,0,2437,0,0,6807,5/4/04 17:11,0,0,0,,0,438,1,0,3,3,298999,3765,5/4/04 17:11,65,0,1
0,0,0,3,0,3125,0,0,6808,5/4/04 17:12,0,0,0,|Rochester NY|Carnegie Mellon|Yankees|NFL|buffalo bills,0,438,1,0,3,3,298999,18484,5/4/04 17:12,65,0,1
0,0,0,3,0,1877,0,0,6809,5/4/04 17:13,0,0,0,,0,499,1,0,3,3,237149,4454,5/4/04 17:13,65,0,1
0,0,0,3,0,827,0,0,6810,5/4/04 17:13,0,0,0,,0,499,1,0,3,3,262811,2328,5/4/04 17:13,65,0,1
0,0,0,1,0,1422,0,0,6811,5/4/04 17:13,0,0,0,,0,493,1,0,3,3,279178,4328,5/4/04 17:13,65,0,1
2,0,0,5,0,1203,0,0,6818,5/4/04 17:23,0,0,0,,0,65,1,0,5,5,217661,515780,5/4/04 17:23,65,0,1
2,0,0,5,0,593,0,0,6822,5/4/04 17:28,0,0,0,,0,7517,1,0,5,5,189053,266375,5/4/04 17:28,65,0,1
0,0,0,1,0,344,0,0,6824,5/4/04 17:28,0,0,0,,0,8,0,0,1,1,34642,1734,5/4/04 17:28,65,0,0
0,0,0,1,0,265,0,0,6825,5/4/04 17:28,0,0,0,,0,8,0,0,1,1,168569,1578,5/4/04 17:28,65,0,0
0,0,0,1,0,16,0,0,6826,5/4/04 17:29,0,0,0,,0,11,0,0,1,1,213352,719,5/4/04 17:29,65,0,0
0,0,0,2,0,1715,0,0,6827,5/4/04 17:30,0,0,0,,0,3698,1,0,3,2,57128,29390,5/4/04 17:30,65,0,1
0,0,0,5,0,2125,0,0,6829,5/4/04 17:31,0,0,0,,0,8182,1,0,5,5,298002,56266,5/4/04 17:31,65,0,1
0,0,0,4,0,579,0,0,6830,5/4/04 17:31,0,0,0,,0,15,1,0,4,5,295735,1501,5/4/04 17:31,65,0,1
0,0,0,4,0,358,0,0,6831,5/4/04 17:32,0,0,0,,0,1261,1,0,4,4,283865,1845,5/4/04 17:32,65,0,1
2,0,0,5,0,4405,0,29,6837,5/4/04 17:36,0,0,0,,0,8187,1,0,5,5,291117,229423,5/4/04 17:36,65,0,1
